ID,SKU,Published,Is featured?,Visibility in catalogue,Images
419489,ZO-ADA602,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA602.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA602-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA602-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA602-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA602-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA602-5.jpg
419490,ZO-ADA603,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA603.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA603-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA603-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA603-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA603-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ADA603-5.jpg
419491,ZO-ALL801,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL801.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL801-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL801-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL801-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL801-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL801-5.jpg
419492,ZO-ALL802,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL802.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL802-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL802-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL802-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL802-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-ALL802-5.jpg
419526,ZO-MIS008,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-MIS008.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-MIS008-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-MIS008-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-MIS008-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-MIS008-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-MIS008-5.jpg
419558,ZO-RTS-516,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-RTS-516.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-RTS-516-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-RTS-516-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-RTS-516-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-RTS-516-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-RTS-516-5.jpg
419559,ZO-BAC301,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC301.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC301-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC301-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC301-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC301-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC301-5.jpg
419560,ZO-BAC302,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC302.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC302-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC302-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC302-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC302-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC302-5.jpg
419561,ZO-BAC303,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC303.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC303-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC303-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC303-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC303-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-BAC303-5.jpg
419562,ZO-EAR702,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR702.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR702-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR702-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR702-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR702-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR702-5.jpg
419563,ZO-EAR703,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR703.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR703-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR703-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR703-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR703-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR703-5.jpg
419564,ZO-EAR704,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR704.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR704-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR704-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR704-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR704-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR704-5.jpg
419565,ZO-EAR706,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR706.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR706-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR706-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR706-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR706-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR706-5.jpg
419566,ZO-EAR707,1,0,visible,https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR707.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR707-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR707-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR707-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR707-4.jpg|https://inspiry.co.nz/wp-content/uploads/2021/khroma/ZO-EAR707-5.jpg
