SKU,Name,Images
RFA-PR2002A,Slip Cover - Cloud - Newport 3.5,https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2002A.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2002A-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2002A-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2002A-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2002A-4.jpg
RFA-PR2007X,Traditional Style Ottoman - Frame,https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2007X.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2007X-1.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2007X-2.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2007X-3.jpg|https://inspiry.co.nz/wp-content/uploads/2021/RebrandT/RFA-PR2007X-4.jpg
