ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Google product feed: Adult content,Google product feed: Adwords grouping filter,Google product feed: Adwords labels,Google product feed: Age Group,Google product feed: Availability,Google product feed: Availability date,Google product feed: Bing Category,Google product feed: Bing shipping info (country and price),"Google product feed: Bing shipping info (country, service and price)",Google product feed: Bing shipping info (price only),Google product feed: Brand,Google product feed: Bundle indicator (is_bundle),Google product feed: Colour,Google product feed: Condition,Google product feed: Consumer datasheet,Google product feed: Consumer notice(s),Google product feed: Cost of goods sold,Google product feed: Custom label 0,Google product feed: Custom label 1,Google product feed: Custom label 2,Google product feed: Custom label 3,Google product feed: Custom label 4,Google product feed: Delivery label,Google product feed: Energy efficiency class,Google product feed: Energy label image link,Google product feed: Excluded destination,Google product feed: Gender,Google product feed: Global Trade Item Number (GTIN),Google product feed: Google Product Category,Google product feed: Google-funded promotion eligibility,Google product feed: Hide product from feed (Y/N),Google product feed: Identifier exists flag,Google product feed: Included destination,Google product feed: Instalment,Google product feed: Manufacturer Part Number (MPN),Google product feed: Material,Google product feed: Maximum energy efficiency class,Google product feed: Maximum handling time,Google product feed: Minimum energy efficiency class,Google product feed: Minimum handling time,Google product feed: Multipack,Google product feed: Pattern,Google product feed: Pickup SLA,Google product feed: Pickup method,Google product feed: Product Type,Google product feed: Product detail(s),Google product feed: Product fee,Google product feed: Product highlight(s),Google product feed: Promotion ID,Google product feed: Purchase quantity limit,Google product feed: Return address label,Google product feed: Return policy label,Google product feed: Sell On Google Quantity,Google product feed: Size,Google product feed: Size system,Google product feed: Size type,Google product feed: Tax Category (US stores only),Google product feed: Title,Google product feed: Transit time label,Google product feed: Unit pricing base measure,Google product feed: Unit pricing measure,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global
442018,simple,UF-34001,Arte Wallpaper - Abanico - 34001,1,0,visible,,A fan shape of pandan leaves that provides a 'collage look',,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34001.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Abanico,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34001,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"80/40 cm (31.50""/15.75"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442019,simple,UF-34002,Arte Wallpaper - Abanico - 34002,1,0,visible,,A fan shape of pandan leaves that provides a 'collage look',,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34002-e1623565780200.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Abanico,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34002,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"80/40 cm (31.50""/15.75"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442020,simple,UF-34003,Arte Wallpaper - Abanico - 34003,1,0,visible,,A fan shape of pandan leaves that provides a 'collage look',,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34003-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Abanico,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34003,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"80/40 cm (31.50""/15.75"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442021,simple,UF-34004,Arte Wallpaper - Abanico - 34004,1,0,visible,,A fan shape of pandan leaves that provides a 'collage look',,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34004-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Abanico,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34004,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"80/40 cm (31.50""/15.75"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442046,simple,UF-34100,Arte Wallpaper - Pandan - 34100,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34100-2.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34100-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34100-2-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34100-3-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34100-4-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34100-5-1.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34100,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442047,simple,UF-34101,Arte Wallpaper - Pandan - 34101,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34101-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34101,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442048,simple,UF-34102,Arte Wallpaper - Pandan - 34102,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34102-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34102,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442049,simple,UF-34103,Arte Wallpaper - Pandan - 34103,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34103-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34103,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442050,simple,UF-34104,Arte Wallpaper - Pandan - 34104,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34104-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34104,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442051,simple,UF-34105,Arte Wallpaper - Pandan - 34105,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34105.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34105,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442052,simple,UF-34106,Arte Wallpaper - Pandan - 34106,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34106.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34106,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442053,simple,UF-34107,Arte Wallpaper - Pandan - 34107,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34107.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34107,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442054,simple,UF-34108,Arte Wallpaper - Pandan - 34108,1,0,visible,,"Wickerwork in tile shape, inspired by the tropical plant pandan",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,659,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34108.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Pandan,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34108,1,1,Dimensions,"XL-ROLL: Rolls of 10.05 m x 1.00 m = 10 m² / 11 yards x 39.37"" = 108 sq. ft.",1,1,Match,straight match or drop match,1,1,Repeat,"45 cm (17.72”) or 90/45 cm (35.43”/17.72"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442022,simple,UF-34200,Arte Wallpaper - Corteza - 34200,1,0,visible,,"A subtle herringbone pattern, inspired by the bark of banana trees",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34200-3.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34200-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34200-2-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34200-3-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34200-4-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34200-5-1.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Corteza,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34200,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Free Match,1,1,Repeat,Nil,1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442023,simple,UF-34201,Arte Wallpaper - Corteza - 34201,1,0,visible,,"A subtle herringbone pattern, inspired by the bark of banana trees",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34201-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Corteza,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34201,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Free Match,1,1,Repeat,Nil,1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442024,simple,UF-34202,Arte Wallpaper - Corteza - 34202,1,0,visible,,"A subtle herringbone pattern, inspired by the bark of banana trees",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34202-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Corteza,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34202,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Free Match,1,1,Repeat,Nil,1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442025,simple,UF-34203,Arte Wallpaper - Corteza - 34203,1,0,visible,,"A subtle herringbone pattern, inspired by the bark of banana trees",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34203-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Corteza,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34203,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Free Match,1,1,Repeat,Nil,1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442026,simple,UF-34204,Arte Wallpaper - Corteza - 34204,1,0,visible,,"A subtle herringbone pattern, inspired by the bark of banana trees",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34204-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Corteza,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34204,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Free Match,1,1,Repeat,Nil,1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
