ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Google product feed: Adult content,Google product feed: Adwords grouping filter,Google product feed: Adwords labels,Google product feed: Age Group,Google product feed: Availability,Google product feed: Availability date,Google product feed: Bing Category,Google product feed: Bing shipping info (country and price),"Google product feed: Bing shipping info (country, service and price)",Google product feed: Bing shipping info (price only),Google product feed: Brand,Google product feed: Bundle indicator (is_bundle),Google product feed: Colour,Google product feed: Condition,Google product feed: Consumer datasheet,Google product feed: Consumer notice(s),Google product feed: Cost of goods sold,Google product feed: Custom label 0,Google product feed: Custom label 1,Google product feed: Custom label 2,Google product feed: Custom label 3,Google product feed: Custom label 4,Google product feed: Delivery label,Google product feed: Energy efficiency class,Google product feed: Energy label image link,Google product feed: Excluded destination,Google product feed: Gender,Google product feed: Global Trade Item Number (GTIN),Google product feed: Google Product Category,Google product feed: Google-funded promotion eligibility,Google product feed: Hide product from feed (Y/N),Google product feed: Identifier exists flag,Google product feed: Included destination,Google product feed: Instalment,Google product feed: Manufacturer Part Number (MPN),Google product feed: Material,Google product feed: Maximum energy efficiency class,Google product feed: Maximum handling time,Google product feed: Minimum energy efficiency class,Google product feed: Minimum handling time,Google product feed: Multipack,Google product feed: Pattern,Google product feed: Pickup SLA,Google product feed: Pickup method,Google product feed: Product Type,Google product feed: Product detail(s),Google product feed: Product fee,Google product feed: Product highlight(s),Google product feed: Promotion ID,Google product feed: Purchase quantity limit,Google product feed: Return address label,Google product feed: Return policy label,Google product feed: Sell On Google Quantity,Google product feed: Size,Google product feed: Size system,Google product feed: Size type,Google product feed: Tax Category (US stores only),Google product feed: Title,Google product feed: Transit time label,Google product feed: Unit pricing base measure,Google product feed: Unit pricing measure,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global
442065,simple,UF-11043,Arte Wallpaper - Talamanca - 11043,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11043.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Talamanca,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11043,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"64/32 cm (25.20""/12.60"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442066,simple,UF-11060,Arte Wallpaper - Horizon - 11060,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11060.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11060-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11060-2.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11060-3.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Horizon,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11060,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"64/32 cm (25.20""/12.60"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442067,simple,UF-11061,Arte Wallpaper - Horizon - 11061,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11061.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Horizon,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11061,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"64/32 cm (25.20""/12.60"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442068,simple,UF-11062,Arte Wallpaper - Horizon - 11062,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11062.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Horizon,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11062,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"64/32 cm (25.20""/12.60"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442069,simple,UF-11080,Arte Wallpaper - Tantor - 11080,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11080.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11080-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11080-2.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11080-3-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11080-4-1.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Tantor,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11080,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Straight Match,1,1,Repeat,"64 cm (25.20"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442070,simple,UF-11081,Arte Wallpaper - Tantor - 11081,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11081.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Tantor,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11081,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Straight Match,1,1,Repeat,"64 cm (25.20"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442071,simple,UF-11082,Arte Wallpaper - Tantor - 11082,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11082.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Tantor,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11082,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Straight Match,1,1,Repeat,"64 cm (25.20"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442072,simple,UF-11083,Arte Wallpaper - Tantor - 11083,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11083.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Tantor,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11083,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Straight Match,1,1,Repeat,"64 cm (25.20"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442073,simple,UF-11100,Arte Wallpaper - Pelage - 11100,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11100.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11100-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11100-2.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11100-3.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Pelage,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11100,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Straight Match,1,1,Repeat,"64 cm (25.20"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442074,simple,UF-11101,Arte Wallpaper - Pelage - 11101,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11101.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Pelage,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11101,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Straight Match,1,1,Repeat,"64 cm (25.20"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442075,simple,UF-11120,Arte Wallpaper - Damara - 11120,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,0,,,556,"Blog Wallpaper, Wallpaper",,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11120.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11120-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11120-2.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Damara,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11120,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"91.4/45.7 cm (35.98""/17.99"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442076,simple,UF-11121,Arte Wallpaper - Damara - 11121,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,556,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11121.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Damara,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11121,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"91.4/45.7 cm (35.98""/17.99"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442077,simple,UF-11140,Arte Wallpaper - Palmera - 11140,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,887,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11140.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11140-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11140-2.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Palmera,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11140,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"140/70 cm (55.12""/27.56"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442078,simple,UF-11141,Arte Wallpaper - Palmera - 11141,1,0,visible,,Timeless wallpaper with a vintage touch and a glamorous twist,,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,887,Wallpaper,,,https://inspiry.co.nz/wp-content/uploads/2021/05/UF-11141.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Travellers,1,1,Design Name,Palmera,1,1,Composition,Wallpaper on non-woven backing,1,1,Color Number,11141,1,1,Dimensions,"Rolls of 8.50 m x 0.70 m = 6 m² / 9.30 yds x 27.56"" = 64 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"140/70 cm (55.12""/27.56"")",1,1,Adhesive,"Adhesive for non-woven wallcovering like Arte Clearpro, or Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive",1,1,Light resistance,Good lightfastness,1,1,Care,Washable,1,1,Fire retardancy,"B-s1, d0 / Class A",1,1,How to paste,Paste the wall,1,1,How to remove,Strippable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406927,simple,UF-24500,Arte Wallpaper - Canvas - 24500,1,0,visible,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Pure linen. This plain Canvas represents linen in an authentic and timeless way. The plain wallcovering comes in multiple colours, allowing you to choose from classic and subtle colours, or brighter and more striking hues.",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,490,"Plain &amp;amp, Textured, Wallpaper",,,https://inspiry.co.nz/wp-content/uploads/2021/02/UF-24500.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Signature,1,1,Design Name,Canvas,1,1,Color Number,24500,1,1,Design Style,Modern Contemporary,1,1,Pattern,Grass Cloth,1,1,Composition,"Back - 100% Paper, Front -100% Vinyl",1,1,Match,Free Match,1,1,Vertical Pattern Repeat,0Cm,1,1,Width,100Cm,1,1,Roll Length,10.05 Metre,1,1,Sold By,Roll,1,1,Origin,Belgium,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420742,simple,UF-25024,Arte Wallpaper Cobalt - 25024,0,0,visible,"<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>","Cobalt, with its pleated covering and metallic finish, is rich and luxurious. This wallpaper is made of abundant materials, printed on natural paper weave and embroidered chinoiserie on raw cotton.",,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,339,"Metallic, Wallpaper",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Takara,1,1,Design Name,Cobalt,1,1,Color Number,25024,1,1,Design Style,Modern Contemporary,1,1,Pattern,Texture,1,1,Composition,"Back - Non-Woven, Paste The Wall Front -100% Polypropylene",1,1,Match,Free Match,1,1,Vertical Pattern Repeat,0Cm,1,1,Width,90Cm,1,1,Sold By,Metre,1,1,Origin,Belgium,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442017,simple,UF-34000,Arte Wallpaper - Abanico - 34000,1,0,visible,,A fan shape of pandan leaves that provides a 'collage look',,,taxable,,1,,,0,0,1.3,60,8.5,60,1,,,527,Wallpaper,,,"https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34000.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34000-1-1.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34000-2.jpg, https://inspiry.co.nz/wp-content/uploads/2021/05/UF-34000-3.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home &amp; Garden &gt; Decor &gt; Wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Name,Arte Wallpaper,1,1,Collection,Selva,1,1,Design Name,Abanico,1,1,Composition,Vinyl wallpaper on paper backing,1,1,Color Number,34000,1,1,Dimensions,"Rolls of 10.05 m x 0.70 m = 7 m² / 11 yds x 27.56"" = 75 sq. ft.",1,1,Match,Drop Match,1,1,Repeat,"80/40 cm (31.50""/15.75"")",1,1,Adhesive,Metyl Special (200 g in 4 l of water) with the addition of 20% PVA adhesive,1,1,Light resistance,Good lightfastness,1,1,Care,Extra-washable,1,1,Fire retardancy,"B-s2, d0 / Class A",1,1,How to paste,Paste the wallcovering,1,1,How to remove,Peelable,1,1,Availability,Due in 5-7 Days,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
